frame,id1_cx,id1_cy,id1_x1,id1_y1,id1_x2,id1_y2,id1_conf,id2_cx,id2_cy,id2_x1,id2_y1,id2_x2,id2_y2,id2_conf,pt1_x,pt1_y,pt2_x,pt2_y,pt3_x,pt3_y,pt4_x,pt4_y,pt5_x,pt5_y,pt6_x,pt6_y,pt7_x,pt7_y,pt8_x,pt8_y,pt9_x,pt9_y,pt10_x,pt10_y,pt11_x,pt11_y,pt12_x,pt12_y,pt13_x,pt13_y,pt14_x,pt14_y,ball_x,ball_y,ball_conf
10,351.6357727050781,351.14898681640625,324.750732421875,308.1249694824219,378.52081298828125,394.1730041503906,0.8837890625,514.762451171875,90.48497772216797,498.96771240234375,70.84619903564453,530.5571899414062,110.1237564086914,0.89306640625,269.27862548828125,117.12759399414062,576.375,116.16145324707031,150.3046875,381.98956298828125,695.625,380.0572814941406,307.78643798828125,117.19660949707031,218.90103149414062,382.2655944824219,538.0051879882812,116.09243774414062,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.53125,154.2552032470703,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.53125,423.171875,288.41143798828125,,,
11,351.7882995605469,350.9129180908203,324.9167175292969,307.8475036621094,378.6598815917969,393.97833251953125,0.88427734375,514.7624664306641,90.44977951049805,498.9688415527344,70.82383728027344,530.5560913085938,110.07572174072266,0.89013671875,269.4166564941406,116.92056274414062,576.375,115.95442199707031,150.3046875,381.98956298828125,695.625,380.0572814941406,308.0625,116.92056274414062,218.7630157470703,382.2655944824219,538.0051879882812,115.95442199707031,627.71875,380.33331298828125,295.36456298828125,154.8072967529297,551.53125,154.1171875,250.2317657470703,289.23956298828125,595.6978759765625,287.8593444824219,422.89581298828125,154.3932342529297,422.89581298828125,288.41143798828125,,,
12,351.56980895996094,350.82452392578125,324.7749938964844,307.74554443359375,378.3646240234375,393.90350341796875,0.88427734375,514.762451171875,90.42280578613281,499.0474853515625,70.84259033203125,530.4774169921875,110.00302124023438,0.8876953125,269.5546875,116.92056274414062,576.375,115.95442199707031,150.16665649414062,381.98956298828125,695.625,380.33331298828125,308.0625,116.92056274414062,218.7630157470703,382.2655944824219,537.7291259765625,115.95442199707031,627.71875,380.33331298828125,295.640625,154.8072967529297,551.2551879882812,153.9791717529297,250.2317657470703,289.23956298828125,595.6978759765625,287.8593444824219,422.89581298828125,154.3932342529297,422.89581298828125,288.41143798828125,,,
13,352.0936737060547,351.0128479003906,325.3139343261719,307.9306335449219,378.8734130859375,394.0950622558594,0.8779296875,514.7624664306641,90.32994842529297,499.1194763183594,70.79385375976562,530.4054565429688,109.86604309082031,0.8916015625,269.5546875,116.98957824707031,576.375,116.02342987060547,150.3046875,381.98956298828125,695.625,380.0572814941406,308.0625,116.98957824707031,218.7630157470703,382.2655944824219,538.0051879882812,116.02342987060547,627.71875,380.33331298828125,295.640625,154.8072967529297,551.2551879882812,154.1171875,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.89581298828125,154.3932342529297,422.89581298828125,288.41143798828125,,,
14,352.3457946777344,351.08477783203125,325.5608215332031,308.00299072265625,379.1307678222656,394.16656494140625,0.88525390625,514.5418243408203,90.29550170898438,498.9169616699219,70.7751693725586,530.1666870117188,109.81583404541016,0.89453125,269.4166564941406,117.12759399414062,576.375,116.02342987060547,150.3046875,382.2655944824219,695.625,380.0572814941406,308.0625,117.12759399414062,218.90103149414062,382.5416564941406,537.7291259765625,116.02342987060547,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.1171875,250.36978149414062,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.53125,422.89581298828125,288.41143798828125,,,
15,352.43861389160156,351.05712890625,325.6199035644531,307.9220275878906,379.25732421875,394.1922302246094,0.8837890625,514.4593811035156,90.26948928833008,498.91064453125,70.85060119628906,530.0081176757812,109.6883773803711,0.890625,269.0025939941406,116.71353149414062,576.375,115.54035949707031,150.4427032470703,382.2655944824219,695.625,379.7812194824219,307.78643798828125,116.71353149414062,218.7630157470703,382.5416564941406,538.0051879882812,115.54035949707031,627.71875,379.7812194824219,295.36456298828125,154.6692657470703,551.53125,153.703125,250.2317657470703,289.5155944824219,595.6978759765625,287.58331298828125,422.6197814941406,154.2552032470703,422.89581298828125,288.41143798828125,,,
16,352.4707946777344,351.0466766357422,325.6398620605469,307.892822265625,379.3017272949219,394.2005310058594,0.87353515625,514.4295806884766,90.2604751586914,498.9059143066406,70.8787841796875,529.9532470703125,109.64216613769531,0.88623046875,269.140625,116.92056274414062,576.375,115.81639862060547,150.4427032470703,381.98956298828125,695.625,379.7812194824219,307.78643798828125,116.92056274414062,218.90103149414062,382.5416564941406,538.0051879882812,115.81639862060547,627.71875,379.7812194824219,295.36456298828125,154.8072967529297,551.53125,153.9791717529297,250.2317657470703,289.5155944824219,595.6978759765625,287.58331298828125,422.6197814941406,154.3932342529297,422.89581298828125,288.41143798828125,,,
17,352.534912109375,350.8783416748047,325.5892028808594,307.5543212890625,379.4806213378906,394.2023620605469,0.87255859375,514.6397094726562,90.27159118652344,499.1015625,70.9164047241211,530.1778564453125,109.62677764892578,0.88671875,269.27862548828125,116.98957824707031,576.375,115.88540649414062,150.4427032470703,382.2655944824219,695.625,379.7812194824219,307.78643798828125,116.98957824707031,219.03904724121094,382.5416564941406,538.0051879882812,115.88540649414062,627.71875,380.0572814941406,295.36456298828125,154.9453125,551.2551879882812,153.9791717529297,250.36978149414062,289.5155944824219,595.6978759765625,287.58331298828125,422.6197814941406,154.3932342529297,422.89581298828125,288.41143798828125,,,
18,352.720703125,350.5962677001953,325.6028137207031,306.9906311035156,379.8385925292969,394.201904296875,0.876953125,514.4998168945312,90.27643966674805,498.966064453125,70.93000030517578,530.0335693359375,109.62287902832031,0.88818359375,269.27862548828125,117.12759399414062,576.375,116.02342987060547,150.4427032470703,381.98956298828125,695.625,379.7812194824219,307.78643798828125,117.12759399414062,219.03904724121094,382.5416564941406,538.0051879882812,116.02342987060547,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.1171875,250.36978149414062,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.53125,422.89581298828125,288.41143798828125,,,
19,352.56980895996094,350.7091979980469,325.5371398925781,307.2176513671875,379.60247802734375,394.20074462890625,0.89599609375,514.6671752929688,90.37490844726562,499.05487060546875,70.96195220947266,530.2794799804688,109.7878646850586,0.890625,269.27862548828125,117.19660949707031,576.375,116.16145324707031,150.3046875,381.98956298828125,695.625,379.7812194824219,308.0625,117.19660949707031,218.90103149414062,382.5416564941406,538.0051879882812,116.16145324707031,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
20,352.2903594970703,350.9730224609375,325.41650390625,307.7467346191406,379.1642150878906,394.1993103027344,0.9013671875,514.7306518554688,90.4670639038086,499.074462890625,71.02816009521484,530.3868408203125,109.90596771240234,0.88623046875,269.27862548828125,117.26561737060547,576.375,116.23046112060547,150.3046875,381.98956298828125,695.625,379.7812194824219,307.78643798828125,117.33462524414062,218.90103149414062,382.5416564941406,538.0051879882812,116.23046112060547,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.36978149414062,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
21,352.1828308105469,351.01890563964844,325.337646484375,307.8398742675781,379.02801513671875,394.19793701171875,0.90087890625,514.7544860839844,90.44696426391602,499.1068115234375,71.05242156982422,530.4021606445312,109.84150695800781,0.88916015625,269.4166564941406,117.26561737060547,576.375,116.23046112060547,150.3046875,382.2655944824219,695.625,379.7812194824219,308.0625,117.33462524414062,218.90103149414062,382.5416564941406,537.7291259765625,116.16145324707031,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.36978149414062,289.5155944824219,595.1458129882812,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
22,351.9775085449219,350.8717346191406,325.0939025878906,307.5467529296875,378.8611145019531,394.19671630859375,0.90234375,514.7631378173828,90.45269775390625,499.1132507324219,71.08809661865234,530.4130249023438,109.81729888916016,0.89208984375,269.4166564941406,117.26561737060547,576.375,116.23046112060547,150.3046875,382.2655944824219,695.625,379.7812194824219,308.0625,117.33462524414062,218.90103149414062,382.5416564941406,538.0051879882812,116.23046112060547,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
23,351.8455352783203,351.0350036621094,325.11572265625,307.8743591308594,378.5753479003906,394.1956481933594,0.90771484375,514.7660064697266,90.44086456298828,499.0912780761719,71.07320404052734,530.4407348632812,109.80852508544922,0.890625,269.27862548828125,117.33462524414062,576.375,116.23046112060547,150.3046875,382.2655944824219,695.625,379.7812194824219,308.0625,117.33462524414062,218.90103149414062,382.5416564941406,537.7291259765625,116.23046112060547,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
24,351.57720947265625,351.09715270996094,324.93353271484375,307.9996643066406,378.22088623046875,394.19464111328125,0.91162109375,514.7667236328125,90.32658767700195,499.03216552734375,70.90234375,530.5012817382812,109.7508316040039,0.8935546875,269.27862548828125,117.26561737060547,576.375,116.16145324707031,150.4427032470703,381.98956298828125,695.625,379.7812194824219,307.78643798828125,117.26561737060547,218.90103149414062,382.5416564941406,538.0051879882812,116.16145324707031,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
25,351.4775848388672,351.12022399902344,324.8913879394531,308.0466613769531,378.06378173828125,394.19378662109375,0.91650390625,514.7666778564453,90.33818435668945,499.0396423339844,70.94683837890625,530.4937133789062,109.72953033447266,0.89306640625,269.27862548828125,117.19660949707031,576.375,116.09243774414062,150.4427032470703,382.2655944824219,695.625,379.7812194824219,307.78643798828125,117.19660949707031,218.90103149414062,382.5416564941406,537.7291259765625,116.09243774414062,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.36978149414062,289.5155944824219,595.1458129882812,287.58331298828125,422.6197814941406,154.53125,422.89581298828125,288.41143798828125,,,
26,351.4423065185547,351.07362365722656,324.9025573730469,307.9541931152344,377.9820556640625,394.19305419921875,0.91748046875,514.7663269042969,90.3428840637207,499.03179931640625,70.96367645263672,530.5008544921875,109.72209167480469,0.89599609375,269.27862548828125,117.26561737060547,576.375,116.16145324707031,150.4427032470703,382.2655944824219,695.625,379.7812194824219,307.78643798828125,117.26561737060547,218.90103149414062,382.5416564941406,537.7291259765625,116.16145324707031,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.36978149414062,289.5155944824219,595.1458129882812,287.58331298828125,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
27,351.43133544921875,351.1102600097656,324.9776306152344,308.02813720703125,377.8850402832031,394.1923828125,0.919921875,514.7659149169922,90.29011154174805,498.9809875488281,70.86032104492188,530.5508422851562,109.71990203857422,0.89453125,269.140625,117.26561737060547,576.375,116.16145324707031,150.4427032470703,381.98956298828125,695.625,379.7812194824219,307.78643798828125,117.26561737060547,218.90103149414062,382.5416564941406,537.7291259765625,116.16145324707031,627.71875,379.7812194824219,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
28,351.21043395996094,351.123779296875,324.8225402832031,308.0557556152344,377.59832763671875,394.1918029785156,0.91943359375,514.7655639648438,90.21575546264648,498.99444580078125,70.82128143310547,530.5366821289062,109.6102294921875,0.8974609375,269.140625,117.26561737060547,576.375,116.16145324707031,150.4427032470703,382.2655944824219,695.625,379.7812194824219,307.78643798828125,117.26561737060547,219.03904724121094,382.5416564941406,537.7291259765625,116.16145324707031,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.36978149414062,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
29,351.3483581542969,351.1831970214844,325.0442199707031,308.17510986328125,377.6524963378906,394.1912841796875,0.91796875,514.7651977539062,90.1880989074707,498.9913330078125,70.80681610107422,530.5390625,109.56938171386719,0.8974609375,269.27862548828125,117.26561737060547,576.375,116.16145324707031,150.4427032470703,382.2655944824219,695.625,379.7812194824219,307.78643798828125,117.26561737060547,218.90103149414062,382.5416564941406,538.0051879882812,116.16145324707031,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.36978149414062,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
30,351.1839294433594,351.0955810546875,324.8472595214844,308.0003356933594,377.5205993652344,394.1908264160156,0.916015625,514.7648620605469,90.24679183959961,498.9921875,70.88389587402344,530.5375366210938,109.60968780517578,0.89892578125,269.27862548828125,117.26561737060547,576.375,116.16145324707031,150.4427032470703,382.2655944824219,695.625,379.7812194824219,307.78643798828125,117.26561737060547,219.03904724121094,382.5416564941406,538.0051879882812,116.16145324707031,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.36978149414062,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
31,351.1239318847656,351.1714630126953,324.8116760253906,308.1524963378906,377.4361877441406,394.1904296875,0.9140625,514.7645874023438,90.25587463378906,499.013427734375,70.94068145751953,530.5157470703125,109.5710678100586,0.8994140625,269.27862548828125,117.26561737060547,576.375,116.16145324707031,150.4427032470703,382.2655944824219,695.625,379.7812194824219,307.78643798828125,117.26561737060547,219.03904724121094,382.5416564941406,538.0051879882812,116.16145324707031,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.36978149414062,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
32,350.88462829589844,351.19989013671875,324.601318359375,308.209716796875,377.1679382324219,394.1900634765625,0.91064453125,514.7643280029297,90.31447982788086,499.0118713378906,71.01689910888672,530.5167846679688,109.612060546875,0.89794921875,269.27862548828125,117.26561737060547,576.375,116.16145324707031,150.4427032470703,381.98956298828125,695.625,379.7812194824219,307.78643798828125,117.26561737060547,218.90103149414062,382.5416564941406,538.0051879882812,116.16145324707031,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
33,351.23500061035156,351.2100830078125,324.93695068359375,308.23040771484375,377.5330505371094,394.18975830078125,0.91455078125,514.7640991210938,90.28200149536133,498.96417236328125,70.93576049804688,530.5640258789062,109.62824249267578,0.8974609375,269.27862548828125,116.98957824707031,576.375,115.88540649414062,150.4427032470703,382.2655944824219,695.625,379.7812194824219,307.78643798828125,117.05858612060547,219.03904724121094,382.5416564941406,537.7291259765625,115.88540649414062,627.71875,380.0572814941406,295.36456298828125,154.9453125,551.2551879882812,153.9791717529297,250.36978149414062,289.5155944824219,595.1458129882812,287.58331298828125,422.6197814941406,154.53125,422.89581298828125,288.41143798828125,,,
34,351.1508483886719,351.21337890625,324.8358154296875,308.2372741699219,377.46588134765625,394.1894836425781,0.90625,514.7639007568359,90.21510314941406,498.9416198730469,70.85009002685547,530.586181640625,109.58011627197266,0.8974609375,269.27862548828125,117.26561737060547,576.375,116.16145324707031,150.4427032470703,381.98956298828125,695.625,379.7812194824219,307.78643798828125,117.26561737060547,218.90103149414062,382.5416564941406,538.0051879882812,116.16145324707031,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
35,350.9014587402344,351.3783264160156,324.4780578613281,308.3484191894531,377.3248596191406,394.4082336425781,0.90380859375,514.7637481689453,90.1900405883789,498.8525085449219,70.7082748413086,530.6749877929688,109.67180633544922,0.896484375,269.0025939941406,117.40364074707031,576.9270629882812,116.23046112060547,150.4427032470703,382.2655944824219,695.625,379.7812194824219,307.5104064941406,117.40364074707031,218.90103149414062,382.5416564941406,538.28125,116.23046112060547,627.71875,379.7812194824219,295.36456298828125,155.359375,551.53125,154.2552032470703,250.2317657470703,289.7916564941406,595.6978759765625,287.8593444824219,422.6197814941406,154.8072967529297,422.89581298828125,288.41143798828125,,,
36,350.80908203125,351.27577209472656,324.33343505859375,308.27996826171875,377.28472900390625,394.2715759277344,0.90771484375,514.7635803222656,90.1810073852539,498.86041259765625,70.70977783203125,530.666748046875,109.65223693847656,0.89501953125,269.0025939941406,116.92056274414062,576.375,115.60936737060547,150.3046875,382.5416564941406,695.625,379.7812194824219,307.78643798828125,116.92056274414062,218.7630157470703,382.5416564941406,538.0051879882812,115.60936737060547,627.71875,379.7812194824219,295.36456298828125,154.8072967529297,551.53125,153.703125,250.09373474121094,289.5155944824219,595.6978759765625,287.58331298828125,422.6197814941406,154.3932342529297,422.89581298828125,288.41143798828125,,,
37,350.5029296875,351.23597717285156,323.9610290527344,308.2529296875,377.0448303222656,394.2190246582031,0.90478515625,514.7634582519531,90.17807388305664,498.86334228515625,70.71119689941406,530.66357421875,109.64495086669922,0.8935546875,269.140625,117.33462524414062,576.375,116.16145324707031,150.3046875,382.2655944824219,695.625,379.7812194824219,307.78643798828125,117.33462524414062,218.90103149414062,382.5416564941406,538.0051879882812,116.23046112060547,627.71875,379.7812194824219,295.36456298828125,155.2213592529297,551.2551879882812,154.2552032470703,250.2317657470703,289.7916564941406,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
38,350.2259521484375,351.22044372558594,323.564697265625,308.2419738769531,376.88720703125,394.19891357421875,0.91015625,514.7633361816406,90.17741775512695,498.86431884765625,70.71244812011719,530.662353515625,109.64238739013672,0.89599609375,269.140625,117.19660949707031,576.375,116.02342987060547,150.4427032470703,382.2655944824219,695.625,379.7812194824219,307.78643798828125,117.19660949707031,218.90103149414062,382.5416564941406,538.0051879882812,116.02342987060547,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.53125,422.89581298828125,288.41143798828125,,,
39,349.9062042236328,351.1595001220703,323.13775634765625,308.12774658203125,376.6746520996094,394.1912536621094,0.91064453125,514.7632293701172,90.23229217529297,498.9028015136719,70.82296752929688,530.6236572265625,109.64161682128906,0.896484375,269.140625,117.26561737060547,576.375,116.09243774414062,150.4427032470703,382.2655944824219,695.625,379.7812194824219,307.78643798828125,117.33462524414062,218.90103149414062,382.5416564941406,537.7291259765625,116.09243774414062,627.71875,379.7812194824219,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
40,349.35240173339844,351.08164978027344,322.443603515625,307.9748840332031,376.2611999511719,394.18841552734375,0.9150390625,514.7631225585938,90.1985855102539,498.913818359375,70.81043243408203,530.6124267578125,109.58673858642578,0.89501953125,269.140625,117.26561737060547,576.375,116.16145324707031,150.3046875,382.2655944824219,695.625,379.7812194824219,307.78643798828125,117.33462524414062,218.90103149414062,382.5416564941406,538.0051879882812,116.16145324707031,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
41,349.2034912109375,351.0523681640625,322.2001037597656,307.9173583984375,376.2068786621094,394.1873779296875,0.91357421875,514.7630615234375,90.22709655761719,498.905029296875,70.8331527709961,530.62109375,109.62104034423828,0.89453125,269.140625,117.26561737060547,576.375,116.16145324707031,150.3046875,382.2655944824219,695.625,379.7812194824219,307.78643798828125,117.33462524414062,218.90103149414062,382.5416564941406,538.0051879882812,116.16145324707031,627.71875,380.0572814941406,295.36456298828125,155.0833282470703,551.2551879882812,154.2552032470703,250.2317657470703,289.5155944824219,595.6978759765625,287.8593444824219,422.6197814941406,154.6692657470703,422.89581298828125,288.41143798828125,,,
